operationId,method,path,kind,detail,computable,abox_fact
getJobErrorStatistics,POST,/jobs/statistics/errors,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getJobErrorStatistics,POST,/jobs/statistics/errors,bad-request:missing-required,field=filter,yes,
getJobErrorStatistics,POST,/jobs/statistics/errors,bad-request:type-mismatch,"field=filter, type=object",yes,
getJobErrorStatistics,POST,/jobs/statistics/errors,pagination-sort:request-shape,page object in body,yes,
getJobErrorStatistics,POST,/jobs/statistics/errors,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getJobErrorStatistics,POST,/jobs/statistics/errors,filter:request-shape,filter object in body,yes,
getJobErrorStatistics,POST,/jobs/statistics/errors,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getJobErrorStatistics,POST,/jobs/statistics/errors,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
getJobErrorStatistics,POST,/jobs/statistics/errors,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getJobErrorStatistics,POST,/jobs/statistics/errors,documented-500,response code 500 documented in spec,yes,
getLicense,GET,/license,happy-path,documented success response,yes,
getLicense,GET,/license,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getLicense,GET,/license,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
getLicense,GET,/license,documented-500,response code 500 documented in spec,yes,
createMappingRule,POST,/mapping-rules,happy-path,documented success response,yes,
createMappingRule,POST,/mapping-rules,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
createMappingRule,POST,/mapping-rules,bad-request:missing-required,field=mappingRuleId,yes,
createMappingRule,POST,/mapping-rules,bad-request:additional-property,closed schema,yes,
createMappingRule,POST,/mapping-rules,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
createMappingRule,POST,/mapping-rules,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
createMappingRule,POST,/mapping-rules,documented-500,response code 500 documented in spec,yes,
searchMappingRule,POST,/mapping-rules/search,happy-path,documented success response,yes,
searchMappingRule,POST,/mapping-rules/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchMappingRule,POST,/mapping-rules/search,bad-request:additional-property,closed schema,yes,
searchMappingRule,POST,/mapping-rules/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchMappingRule,POST,/mapping-rules/search,pagination-sort:request-shape,sort array in body,yes,
searchMappingRule,POST,/mapping-rules/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMappingRule,POST,/mapping-rules/search,filter:request-shape,filter object in body,yes,
searchMappingRule,POST,/mapping-rules/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMappingRule,POST,/mapping-rules/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchMappingRule,POST,/mapping-rules/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchMappingRule,POST,/mapping-rules/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchMappingRule,POST,/mapping-rules/search,documented-500,response code 500 documented in spec,yes,
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},happy-path,documented success response,yes,
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},404-not-found,"path param=mappingRuleId, type=string, format=MappingRuleId",yes,
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},documented-500,response code 500 documented in spec,yes,
updateMappingRule,PUT,/mapping-rules/{mappingRuleId},documented-503,response code 503 documented in spec,yes,
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},happy-path,documented success response,yes,
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},404-not-found,"path param=mappingRuleId, type=string, format=MappingRuleId",yes,
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},documented-500,response code 500 documented in spec,yes,
deleteMappingRule,DELETE,/mapping-rules/{mappingRuleId},documented-503,response code 503 documented in spec,yes,
getMappingRule,GET,/mapping-rules/{mappingRuleId},happy-path,documented success response,yes,
getMappingRule,GET,/mapping-rules/{mappingRuleId},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getMappingRule,GET,/mapping-rules/{mappingRuleId},404-not-found,"path param=mappingRuleId, type=string, format=MappingRuleId",yes,
getMappingRule,GET,/mapping-rules/{mappingRuleId},403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
getMappingRule,GET,/mapping-rules/{mappingRuleId},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getMappingRule,GET,/mapping-rules/{mappingRuleId},documented-500,response code 500 documented in spec,yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,happy-path,documented success response,yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchMessageSubscriptions,POST,/message-subscriptions/search,bad-request:additional-property,closed schema,yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,pagination-sort:request-shape,sort array in body,yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMessageSubscriptions,POST,/message-subscriptions/search,filter:request-shape,filter object in body,yes,
searchMessageSubscriptions,POST,/message-subscriptions/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchMessageSubscriptions,POST,/message-subscriptions/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchMessageSubscriptions,POST,/message-subscriptions/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchMessageSubscriptions,POST,/message-subscriptions/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchMessageSubscriptions,POST,/message-subscriptions/search,documented-500,response code 500 documented in spec,yes,
correlateMessage,POST,/messages/correlation,happy-path,documented success response,yes,
correlateMessage,POST,/messages/correlation,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
correlateMessage,POST,/messages/correlation,bad-request:missing-required,field=name,yes,
correlateMessage,POST,/messages/correlation,bad-request:additional-property,closed schema,yes,
correlateMessage,POST,/messages/correlation,bad-request:type-mismatch,"field=name, type=string",yes,
correlateMessage,POST,/messages/correlation,bad-request:type-mismatch,"field=correlationKey, type=string",yes,
correlateMessage,POST,/messages/correlation,bad-request:type-mismatch,"field=variables, type=object",yes,
correlateMessage,POST,/messages/correlation,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
correlateMessage,POST,/messages/correlation,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
correlateMessage,POST,/messages/correlation,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
correlateMessage,POST,/messages/correlation,documented-500,response code 500 documented in spec,yes,
correlateMessage,POST,/messages/correlation,documented-503,response code 503 documented in spec,yes,
publishMessage,POST,/messages/publication,happy-path,documented success response,yes,
publishMessage,POST,/messages/publication,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
publishMessage,POST,/messages/publication,bad-request:missing-required,field=name,yes,
publishMessage,POST,/messages/publication,bad-request:additional-property,closed schema,yes,
publishMessage,POST,/messages/publication,bad-request:type-mismatch,"field=name, type=string",yes,
publishMessage,POST,/messages/publication,bad-request:type-mismatch,"field=correlationKey, type=string",yes,
publishMessage,POST,/messages/publication,bad-request:format-invalid,"field=timeToLive, format=int64",yes,
publishMessage,POST,/messages/publication,bad-request:type-mismatch,"field=timeToLive, type=integer",yes,
publishMessage,POST,/messages/publication,bad-request:type-mismatch,"field=messageId, type=string",yes,
publishMessage,POST,/messages/publication,bad-request:type-mismatch,"field=variables, type=object",yes,
publishMessage,POST,/messages/publication,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
publishMessage,POST,/messages/publication,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
publishMessage,POST,/messages/publication,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
publishMessage,POST,/messages/publication,documented-500,response code 500 documented in spec,yes,
publishMessage,POST,/messages/publication,documented-503,response code 503 documented in spec,yes,
searchProcessDefinitions,POST,/process-definitions/search,happy-path,documented success response,yes,
searchProcessDefinitions,POST,/process-definitions/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchProcessDefinitions,POST,/process-definitions/search,bad-request:additional-property,closed schema,yes,
searchProcessDefinitions,POST,/process-definitions/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchProcessDefinitions,POST,/process-definitions/search,pagination-sort:request-shape,sort array in body,yes,
searchProcessDefinitions,POST,/process-definitions/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchProcessDefinitions,POST,/process-definitions/search,filter:request-shape,filter object in body,yes,
searchProcessDefinitions,POST,/process-definitions/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchProcessDefinitions,POST,/process-definitions/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchProcessDefinitions,POST,/process-definitions/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchProcessDefinitions,POST,/process-definitions/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchProcessDefinitions,POST,/process-definitions/search,documented-500,response code 500 documented in spec,yes,
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,happy-path,documented success response,yes,
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,pagination-sort:request-shape,page object in body,yes,
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,filter:request-shape,filter object in body,yes,
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinitionMessageSubscriptionStatistics,POST,/process-definitions/statistics/message-subscriptions,documented-500,response code 500 documented in spec,yes,
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,happy-path,documented success response,yes,
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,bad-request:type-mismatch,"field=sort, type=array",yes,
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,pagination-sort:request-shape,page object in body,yes,
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,pagination-sort:request-shape,sort array in body,yes,
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinitionInstanceStatistics,POST,/process-definitions/statistics/process-instances,documented-500,response code 500 documented in spec,yes,
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},happy-path,documented success response,yes,
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},404-not-found,"path param=processDefinitionKey, type=string, format=ProcessDefinitionKey",yes,
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getProcessDefinition,GET,/process-definitions/{processDefinitionKey},documented-500,response code 500 documented in spec,yes,
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,happy-path,documented success response,yes,
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,404-not-found,"path param=processDefinitionKey, type=string, format=ProcessDefinitionKey",yes,
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getStartProcessForm,GET,/process-definitions/{processDefinitionKey}/form,documented-500,response code 500 documented in spec,yes,
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,happy-path,documented success response,yes,
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,404-not-found,"path param=processDefinitionKey, type=string, format=ProcessDefinitionKey",yes,
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,bad-request:additional-property,closed schema,yes,
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,filter:request-shape,filter object in body,yes,
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getProcessDefinitionStatistics,POST,/process-definitions/{processDefinitionKey}/statistics/element-instances,documented-500,response code 500 documented in spec,yes,
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,happy-path,documented success response,yes,
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,404-not-found,"path param=processDefinitionKey, type=string, format=ProcessDefinitionKey",yes,
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getProcessDefinitionXML,GET,/process-definitions/{processDefinitionKey}/xml,documented-500,response code 500 documented in spec,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,happy-path,documented success response,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,bad-request:missing-required,field=filter,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,bad-request:type-mismatch,"field=sort, type=array",yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,pagination-sort:request-shape,page object in body,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,pagination-sort:request-shape,sort array in body,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,filter:request-shape,filter object in body,yes,
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessDefinitionInstanceVersionStatistics,POST,/process-definitions/statistics/process-instances-by-version,documented-500,response code 500 documented in spec,yes,
createProcessInstance,POST,/process-instances,happy-path,documented success response,yes,
createProcessInstance,POST,/process-instances,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
createProcessInstance,POST,/process-instances,bad-request:oneof-violation,oneOf branches=2,yes,
createProcessInstance,POST,/process-instances,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
createProcessInstance,POST,/process-instances,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
createProcessInstance,POST,/process-instances,business-entity-lifecycle,409 documented on non-collection POST,no,lifecycle state machine for this entity
createProcessInstance,POST,/process-instances,documented-500,response code 500 documented in spec,yes,
createProcessInstance,POST,/process-instances,documented-503,response code 503 documented in spec,yes,
createProcessInstance,POST,/process-instances,documented-504,response code 504 documented in spec,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,happy-path,documented success response,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,bad-request:missing-required,field=filter,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,bad-request:additional-property,closed schema,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,bad-request:format-invalid,"field=operationReference, format=int64",yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,bad-request:range-violation,field=operationReference,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,filter:request-shape,filter object in body,yes,
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
cancelProcessInstancesBatchOperation,POST,/process-instances/cancellation,documented-500,response code 500 documented in spec,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,happy-path,documented success response,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,bad-request:missing-required,field=filter,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,bad-request:additional-property,closed schema,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,bad-request:format-invalid,"field=operationReference, format=int64",yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,bad-request:range-violation,field=operationReference,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,filter:request-shape,filter object in body,yes,
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
deleteProcessInstancesBatchOperation,POST,/process-instances/deletion,documented-500,response code 500 documented in spec,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,happy-path,documented success response,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,bad-request:missing-required,field=filter,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,bad-request:additional-property,closed schema,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,bad-request:format-invalid,"field=operationReference, format=int64",yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,bad-request:range-violation,field=operationReference,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,filter:request-shape,filter object in body,yes,
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,business-entity-lifecycle,operationId prefix `resolve` implies state transition,no,lifecycle state machine for this entity
resolveIncidentsBatchOperation,POST,/process-instances/incident-resolution,documented-500,response code 500 documented in spec,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,happy-path,documented success response,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:missing-required,field=filter,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:missing-required,field=migrationPlan,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:additional-property,closed schema,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:format-invalid,"field=operationReference, format=int64",yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,bad-request:range-violation,field=operationReference,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,filter:request-shape,filter object in body,yes,
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,business-entity-lifecycle,operationId prefix `migrate` implies state transition,no,lifecycle state machine for this entity
migrateProcessInstancesBatchOperation,POST,/process-instances/migration,documented-500,response code 500 documented in spec,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,happy-path,documented success response,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:missing-required,field=filter,yes,
